
# Downloaded from MaizeMine v1.15: https://maizemine.rnet.missouri.edu/
# Using 'All Zm00001eb.1 gene ids -> Gene Alias IDs' query template to retrieve ids to AGPv3.21_5b+ ids
Zm00001eb000020	B73 Zm00001eb.1	GRMZM2G059865	AGPv3.21_5b+
Zm00001eb000070	B73 Zm00001eb.1	GRMZM2G306216	AGPv3.21_5b+
Zm00001eb000140	B73 Zm00001eb.1	GRMZM2G023794	AGPv3.21_5b+
Zm00001eb000180	B73 Zm00001eb.1	GRMZM2G471814	AGPv3.21_5b+
Zm00001eb000190	B73 Zm00001eb.1	GRMZM2G399700	AGPv3.21_5b+
Zm00001eb000200	B73 Zm00001eb.1	GRMZM2G333069	AGPv3.21_5b+
Zm00001eb000210	B73 Zm00001eb.1	GRMZM2G172183	AGPv3.21_5b+
Zm00001eb000220	B73 Zm00001eb.1	GRMZM2G073979	AGPv3.21_5b+
Zm00001eb000230	B73 Zm00001eb.1	GRMZM2G374779	AGPv3.21_5b+
Zm00001eb000240	B73 Zm00001eb.1	GRMZM2G374812	AGPv3.21_5b+
Zm00001eb000270	B73 Zm00001eb.1	GRMZM2G052586	AGPv3.21_5b+
Zm00001eb000330	B73 Zm00001eb.1	GRMZM2G026639	AGPv3.21_5b+
Zm00001eb000360	B73 Zm00001eb.1	GRMZM2G367714	AGPv3.21_5b+
Zm00001eb000370	B73 Zm00001eb.1	GRMZM2G097229	AGPv3.21_5b+
Zm00001eb000380	B73 Zm00001eb.1	GRMZM2G474194	AGPv3.21_5b+
Zm00001eb000390	B73 Zm00001eb.1	GRMZM2G161483	AGPv3.21_5b+
Zm00001eb000400	B73 Zm00001eb.1	AC193500.3_FG003	AGPv3.21_5b+
Zm00001eb000410	B73 Zm00001eb.1	GRMZM2G161540	AGPv3.21_5b+
Zm00001eb000420	B73 Zm00001eb.1	GRMZM2G161560	AGPv3.21_5b+
Zm00001eb000440	B73 Zm00001eb.1	GRMZM2G379898	AGPv3.21_5b+
Zm00001eb000470	B73 Zm00001eb.1	GRMZM2G060265	AGPv3.21_5b+
Zm00001eb000480	B73 Zm00001eb.1	GRMZM2G060296	AGPv3.21_5b+
Zm00001eb000490	B73 Zm00001eb.1	GRMZM2G164696	AGPv3.21_5b+
Zm00001eb000500	B73 Zm00001eb.1	GRMZM2G703466	AGPv3.21_5b+
Zm00001eb000510	B73 Zm00001eb.1	GRMZM2G114469	AGPv3.21_5b+
Zm00001eb000520	B73 Zm00001eb.1	GRMZM2G114459	AGPv3.21_5b+
Zm00001eb000540	B73 Zm00001eb.1	GRMZM2G458423	AGPv3.21_5b+
Zm00001eb000550	B73 Zm00001eb.1	GRMZM2G109725	AGPv3.21_5b+
Zm00001eb000570	B73 Zm00001eb.1	GRMZM2G410990	AGPv3.21_5b+
Zm00001eb000580	B73 Zm00001eb.1	GRMZM2G158378	AGPv3.21_5b+
Zm00001eb000590	B73 Zm00001eb.1	GRMZM2G329177	AGPv3.21_5b+
Zm00001eb000600	B73 Zm00001eb.1	GRMZM2G028870	AGPv3.21_5b+
Zm00001eb000620	B73 Zm00001eb.1	GRMZM2G052546	AGPv3.21_5b+
Zm00001eb000640	B73 Zm00001eb.1	GRMZM2G035377	AGPv3.21_5b+
Zm00001eb000650	B73 Zm00001eb.1	GRMZM2G085691	AGPv3.21_5b+
Zm00001eb000660	B73 Zm00001eb.1	GRMZM2G388684	AGPv3.21_5b+
Zm00001eb000670	B73 Zm00001eb.1	GRMZM2G042552	AGPv3.21_5b+
Zm00001eb000680	B73 Zm00001eb.1	GRMZM2G042539	AGPv3.21_5b+
Zm00001eb000690	B73 Zm00001eb.1	GRMZM2G042250	AGPv3.21_5b+
Zm00001eb000700	B73 Zm00001eb.1	GRMZM2G041881	AGPv3.21_5b+
Zm00001eb000710	B73 Zm00001eb.1	GRMZM2G085827	AGPv3.21_5b+
Zm00001eb000720	B73 Zm00001eb.1	GRMZM2G086242	AGPv3.21_5b+
Zm00001eb000740	B73 Zm00001eb.1	GRMZM2G085885	AGPv3.21_5b+
Zm00001eb000750	B73 Zm00001eb.1	GRMZM2G086242	AGPv3.21_5b+
Zm00001eb000760	B73 Zm00001eb.1	GRMZM2G086269	AGPv3.21_5b+
Zm00001eb000770	B73 Zm00001eb.1	GRMZM5G802392	AGPv3.21_5b+
Zm00001eb000780	B73 Zm00001eb.1	GRMZM2G006673	AGPv3.21_5b+
Zm00001eb000790	B73 Zm00001eb.1	GRMZM2G007025	AGPv3.21_5b+
Zm00001eb000800	B73 Zm00001eb.1	GRMZM2G015384	AGPv3.21_5b+
Zm00001eb000820	B73 Zm00001eb.1	GRMZM2G137366	AGPv3.21_5b+
Zm00001eb000840	B73 Zm00001eb.1	GRMZM2G137352	AGPv3.21_5b+
Zm00001eb000850	B73 Zm00001eb.1	GRMZM2G137329	AGPv3.21_5b+
Zm00001eb000860	B73 Zm00001eb.1	GRMZM2G137236	AGPv3.21_5b+
Zm00001eb000870	B73 Zm00001eb.1	GRMZM2G436226	AGPv3.21_5b+
Zm00001eb000880	B73 Zm00001eb.1	GRMZM2G314660	AGPv3.21_5b+
Zm00001eb000890	B73 Zm00001eb.1	GRMZM2G092232	AGPv3.21_5b+
Zm00001eb000900	B73 Zm00001eb.1	GRMZM2G393062	AGPv3.21_5b+
Zm00001eb000910	B73 Zm00001eb.1	GRMZM2G092165	AGPv3.21_5b+
Zm00001eb000920	B73 Zm00001eb.1	GRMZM2G124550	AGPv3.21_5b+
Zm00001eb000930	B73 Zm00001eb.1	GRMZM2G144197	AGPv3.21_5b+
Zm00001eb000960	B73 Zm00001eb.1	GRMZM2G077615	AGPv3.21_5b+
Zm00001eb000970	B73 Zm00001eb.1	GRMZM2G077669	AGPv3.21_5b+
Zm00001eb000980	B73 Zm00001eb.1	GRMZM2G077760	AGPv3.21_5b+
Zm00001eb000990	B73 Zm00001eb.1	GRMZM2G077769	AGPv3.21_5b+
Zm00001eb001000	B73 Zm00001eb.1	GRMZM2G077780	AGPv3.21_5b+
Zm00001eb001010	B73 Zm00001eb.1	GRMZM2G440562	AGPv3.21_5b+
Zm00001eb001020	B73 Zm00001eb.1	GRMZM2G440537	AGPv3.21_5b+
Zm00001eb001040	B73 Zm00001eb.1	GRMZM2G426802	AGPv3.21_5b+
Zm00001eb001050	B73 Zm00001eb.1	GRMZM2G126218	AGPv3.21_5b+
Zm00001eb001060	B73 Zm00001eb.1	GRMZM2G126199	AGPv3.21_5b+
Zm00001eb001070	B73 Zm00001eb.1	GRMZM2G055880	AGPv3.21_5b+
Zm00001eb001110	B73 Zm00001eb.1	GRMZM2G062210	AGPv3.21_5b+
Zm00001eb001120	B73 Zm00001eb.1	GRMZM2G088482	AGPv3.21_5b+
Zm00001eb001130	B73 Zm00001eb.1	GRMZM2G044388	AGPv3.21_5b+
Zm00001eb001140	B73 Zm00001eb.1	GRMZM2G044247	AGPv3.21_5b+
Zm00001eb001150	B73 Zm00001eb.1	GRMZM2G029713	AGPv3.21_5b+
Zm00001eb001170	B73 Zm00001eb.1	GRMZM2G029824	AGPv3.21_5b+
Zm00001eb001180	B73 Zm00001eb.1	GRMZM2G320099	AGPv3.21_5b+
Zm00001eb001190	B73 Zm00001eb.1	GRMZM2G030173	AGPv3.21_5b+
Zm00001eb001200	B73 Zm00001eb.1	GRMZM2G320111	AGPv3.21_5b+
Zm00001eb001210	B73 Zm00001eb.1	GRMZM2G320111	AGPv3.21_5b+
Zm00001eb001220	B73 Zm00001eb.1	GRMZM2G030567	AGPv3.21_5b+
Zm00001eb001240	B73 Zm00001eb.1	GRMZM2G085909	AGPv3.21_5b+
Zm00001eb001260	B73 Zm00001eb.1	GRMZM2G008327	AGPv3.21_5b+
Zm00001eb001270	B73 Zm00001eb.1	GRMZM2G008710	AGPv3.21_5b+
Zm00001eb001280	B73 Zm00001eb.1	GRMZM2G008773	AGPv3.21_5b+
Zm00001eb001290	B73 Zm00001eb.1	GRMZM2G308570	AGPv3.21_5b+
Zm00001eb001300	B73 Zm00001eb.1	GRMZM2G308570	AGPv3.21_5b+
Zm00001eb001340	B73 Zm00001eb.1	GRMZM2G087207	AGPv3.21_5b+
Zm00001eb001350	B73 Zm00001eb.1	GRMZM2G387837	AGPv3.21_5b+
Zm00001eb001360	B73 Zm00001eb.1	GRMZM2G013634	AGPv3.21_5b+
Zm00001eb001370	B73 Zm00001eb.1	GRMZM2G312438	AGPv3.21_5b+
Zm00001eb001400	B73 Zm00001eb.1	GRMZM2G014382	AGPv3.21_5b+
Zm00001eb001440	B73 Zm00001eb.1	GRMZM2G167568	AGPv3.21_5b+
Zm00001eb001460	B73 Zm00001eb.1	GRMZM2G406204	AGPv3.21_5b+
Zm00001eb001470	B73 Zm00001eb.1	GRMZM2G169402	AGPv3.21_5b+
Zm00001eb001480	B73 Zm00001eb.1	GRMZM2G473389	AGPv3.21_5b+
Zm00001eb001490	B73 Zm00001eb.1	GRMZM2G049031	AGPv3.21_5b+
Zm00001eb001510	B73 Zm00001eb.1	GRMZM2G104468	AGPv3.21_5b+
Zm00001eb001530	B73 Zm00001eb.1	GRMZM2G136859	AGPv3.21_5b+
Zm00001eb001550	B73 Zm00001eb.1	GRMZM2G082227	AGPv3.21_5b+
Zm00001eb001560	B73 Zm00001eb.1	GRMZM2G341934	AGPv3.21_5b+
Zm00001eb001570	B73 Zm00001eb.1	GRMZM2G040762	AGPv3.21_5b+
Zm00001eb001590	B73 Zm00001eb.1	GRMZM2G105415	AGPv3.21_5b+
Zm00001eb001600	B73 Zm00001eb.1	GRMZM2G105436	AGPv3.21_5b+
Zm00001eb001630	B73 Zm00001eb.1	GRMZM2G475289	AGPv3.21_5b+
Zm00001eb001640	B73 Zm00001eb.1	GRMZM2G176820	AGPv3.21_5b+
Zm00001eb001680	B73 Zm00001eb.1	GRMZM2G070047	AGPv3.21_5b+
Zm00001eb001690	B73 Zm00001eb.1	GRMZM2G070242	AGPv3.21_5b+
Zm00001eb001700	B73 Zm00001eb.1	GRMZM2G070259	AGPv3.21_5b+
Zm00001eb001710	B73 Zm00001eb.1	GRMZM2G159427	AGPv3.21_5b+
Zm00001eb001720	B73 Zm00001eb.1	GRMZM2G159431	AGPv3.21_5b+
Zm00001eb001760	B73 Zm00001eb.1	GRMZM2G159477	AGPv3.21_5b+
Zm00001eb001770	B73 Zm00001eb.1	GRMZM2G327059	AGPv3.21_5b+
Zm00001eb001780	B73 Zm00001eb.1	GRMZM2G165422	AGPv3.21_5b+
Zm00001eb001800	B73 Zm00001eb.1	GRMZM5G838828	AGPv3.21_5b+
Zm00001eb001810	B73 Zm00001eb.1	GRMZM2G119736	AGPv3.21_5b+
Zm00001eb001830	B73 Zm00001eb.1	GRMZM2G119494	AGPv3.21_5b+
Zm00001eb001840	B73 Zm00001eb.1	GRMZM2G119471	AGPv3.21_5b+
Zm00001eb001860	B73 Zm00001eb.1	GRMZM2G089976	AGPv3.21_5b+
Zm00001eb001870	B73 Zm00001eb.1	GRMZM5G812553	AGPv3.21_5b+
Zm00001eb001880	B73 Zm00001eb.1	GRMZM2G014366	AGPv3.21_5b+
Zm00001eb001890	B73 Zm00001eb.1	GRMZM5G899119	AGPv3.21_5b+
Zm00001eb001900	B73 Zm00001eb.1	GRMZM2G022907	AGPv3.21_5b+
Zm00001eb001900	B73 Zm00001eb.1	GRMZM2G176558	AGPv3.21_5b+
Zm00001eb001910	B73 Zm00001eb.1	GRMZM5G841360	AGPv3.21_5b+
Zm00001eb001920	B73 Zm00001eb.1	GRMZM2G055737	AGPv3.21_5b+
Zm00001eb001940	B73 Zm00001eb.1	GRMZM2G055575	AGPv3.21_5b+
Zm00001eb001950	B73 Zm00001eb.1	GRMZM2G177508	AGPv3.21_5b+
Zm00001eb001970	B73 Zm00001eb.1	GRMZM2G325462	AGPv3.21_5b+
Zm00001eb001980	B73 Zm00001eb.1	GRMZM2G025552	AGPv3.21_5b+
Zm00001eb001990	B73 Zm00001eb.1	GRMZM2G025642	AGPv3.21_5b+
Zm00001eb002020	B73 Zm00001eb.1	GRMZM2G129243	AGPv3.21_5b+
Zm00001eb002030	B73 Zm00001eb.1	GRMZM2G371137	AGPv3.21_5b+
Zm00001eb002040	B73 Zm00001eb.1	GRMZM2G040158	AGPv3.21_5b+
Zm00001eb002060	B73 Zm00001eb.1	GRMZM2G105571	AGPv3.21_5b+
Zm00001eb002090	B73 Zm00001eb.1	GRMZM2G065718	AGPv3.21_5b+
Zm00001eb002100	B73 Zm00001eb.1	GRMZM2G057778	AGPv3.21_5b+
Zm00001eb002100	B73 Zm00001eb.1	GRMZM2G341918	AGPv3.21_5b+
Zm00001eb002150	B73 Zm00001eb.1	GRMZM2G086707	AGPv3.21_5b+
Zm00001eb002170	B73 Zm00001eb.1	GRMZM2G143588	AGPv3.21_5b+
Zm00001eb002180	B73 Zm00001eb.1	GRMZM2G032852	AGPv3.21_5b+
Zm00001eb002190	B73 Zm00001eb.1	GRMZM2G321053	AGPv3.21_5b+
Zm00001eb002200	B73 Zm00001eb.1	GRMZM2G321041	AGPv3.21_5b+
Zm00001eb002220	B73 Zm00001eb.1	GRMZM2G032409	AGPv3.21_5b+
Zm00001eb002250	B73 Zm00001eb.1	GRMZM2G032219	AGPv3.21_5b+
Zm00001eb002260	B73 Zm00001eb.1	GRMZM2G031859	AGPv3.21_5b+
Zm00001eb002270	B73 Zm00001eb.1	GRMZM5G845611	AGPv3.21_5b+
Zm00001eb002290	B73 Zm00001eb.1	GRMZM2G008064	AGPv3.21_5b+
Zm00001eb002300	B73 Zm00001eb.1	GRMZM2G008122	AGPv3.21_5b+
Zm00001eb002310	B73 Zm00001eb.1	GRMZM5G887276	AGPv3.21_5b+
Zm00001eb002320	B73 Zm00001eb.1	GRMZM2G137312	AGPv3.21_5b+
Zm00001eb002330	B73 Zm00001eb.1	GRMZM2G137367	AGPv3.21_5b+
Zm00001eb002350	B73 Zm00001eb.1	GRMZM2G137374	AGPv3.21_5b+
Zm00001eb002360	B73 Zm00001eb.1	GRMZM2G137380	AGPv3.21_5b+
Zm00001eb002380	B73 Zm00001eb.1	GRMZM2G092813	AGPv3.21_5b+
Zm00001eb002390	B73 Zm00001eb.1	GRMZM2G392863	AGPv3.21_5b+
Zm00001eb002410	B73 Zm00001eb.1	GRMZM2G092916	AGPv3.21_5b+
Zm00001eb002420	B73 Zm00001eb.1	GRMZM2G092923	AGPv3.21_5b+
Zm00001eb002430	B73 Zm00001eb.1	GRMZM2G392956	AGPv3.21_5b+
Zm00001eb002440	B73 Zm00001eb.1	GRMZM2G089056	AGPv3.21_5b+
Zm00001eb002450	B73 Zm00001eb.1	GRMZM2G089092	AGPv3.21_5b+
Zm00001eb002460	B73 Zm00001eb.1	GRMZM2G020548	AGPv3.21_5b+
Zm00001eb002470	B73 Zm00001eb.1	GRMZM2G109566	AGPv3.21_5b+
Zm00001eb002480	B73 Zm00001eb.1	GRMZM2G409976	AGPv3.21_5b+
